marker,tag,a_1311,a_1592,a_2713,a_8006,a_18178
0,1,938,195,500,508,552
0,2,924,194,537,488,579
0,3,937,196,503,526,583
0,1,940,189,465,508,552
0,2,936,194,541,485,585
0,3,936,193,502,528,587
0,1,939,188,469,507,547
0,2,868,191,542,485,578
0,3,935,191,500,524,586
0,1,938,191,485,512,556
0,2,847,189,538,482,579
0,3,933,194,502,528,584
0,1,941,184,498,510,550
0,2,860,187,530,489,579
0,3,934,190,507,529,583
0,1,941,189,484,510,549
0,2,926,186,525,489,577
0,3,938,190,507,525,586
0,1,938,188,485,507,562
0,2,939,185,523,484,583
0,3,937,192,497,530,588
0,1,939,189,507,557,
0,2,870,189,524,483,586
0,3,938,191,484,527,585
0,1,942,191,474,507,556
0,2,856,191,523,489,574
0,3,939,194,481,523,584
0,1,936,187,476,507,552
0,2,855,189,522,484,574
0,3,939,196,487,528,583
0,1,940,189,472,507,560
0,2,857,188,517,484,581
0,3,938,193,490,531,582
0,1,940,192,470,512,551
0,2,855,184,517,486,575
0,3,935,193,493,526,583
0,1,939,189,471,509,558
0,2,855,190,519,488,579
0,3,938,193,496,531,586
0,1,939,193,469,507,560
0,2,855,188,523,493,581
0,3,933,192,498,522,589
0,1,938,186,465,509,560
0,2,854,185,531,485,576
0,3,932,192,494,530,585
0,1,939,192,462,507,549
0,2,855,187,530,487,575
0,3,936,189,494,527,585
0,1,938,188,463,507,561
0,2,850,186,521,484,576
0,3,936,192,499,529,583
0,1,942,182,460,507,551
0,2,895,183,520,483,578
0,3,941,189,500,530,584
0,1,938,183,462,510,566
0,2,858,186,517,489,582
0,3,939,192,499,532,584
0,1,938,191,456,507,553
0,2,851,184,515,483,581
0,3,940,193,500,526,587
0,1,937,193,457,513,557
0,2,845,188,515,485,575
0,3,937,193,493,528,584
0,1,938,191,459,506,568
0,2,852,185,515,487,576
0,3,936,193,491,527,582
0,1,939,193,455,508,552
0,2,898,185,512,486,580
0,3,935,196,496,528,582
0,1,940,189,454,507,563
0,2,852,184,514,491,581
0,3,932,188,496,527,583
0,1,938,194,454,510,562
0,2,854,185,517,487,583
0,3,931,188,496,526,588
0,1,940,189,453,508,551
0,2,854,183,521,487,578
0,3,932,191,496,526,585
0,1,939,193,453,507,563
0,2,848,188,519,487,578
0,3,934,192,493,527,588
0,1,935,193,461,509,555
0,2,852,186,521,487,570
0,3,940,192,492,527,587
0,1,938,193,455,505,555
0,2,849,184,522,492,572
0,3,939,192,494,527,590
0,1,938,191,456,505,555
0,2,852,182,517,490,575
0,3,939,192,494,527,585
0,1,938,189,461,501,552
0,2,849,188,516,485,572
0,3,938,195,495,532,587
0,1,940,462,507,558,
0,2,853,517,491,575,
0,3,936,494,527,590,
0,1,942,190,461,507,550
0,2,851,188,516,487,572
0,3,933,195,494,523,590
0,1,939,194,457,506,552
0,2,852,186,517,487,574
0,3,937,196,498,528,586
0,1,938,185,459,510,562
0,2,850,184,517,486,574
0,3,938,193,493,525,588
0,1,939,190,461,507,558
0,2,852,182,515,486,575
0,3,935,190,494,527,587
0,1,935,191,461,504,552
0,2,846,183,517,484,578
0,3,940,193,493,525,585
0,1,937,184,461,510,559
0,2,850,185,515,488,584
0,3,943,192,492,527,586
0,1,937,189,462,507,556
0,2,849,183,513,490,583
0,3,939,190,491,527,588
0,1,939,194,459,509,558
0,2,851,182,515,484,581
0,3,933,193,491,528,585
0,1,938,190,457,505,553
0,2,851,186,516,487,580
0,3,937,194,491,529,583
0,1,939,188,458,506,560
0,2,851,186,515,486,580
0,3,939,193,491,526,584
0,1,940,189,460,506,557
0,2,849,185,518,484,583
0,3,941,194,486,528,580
0,1,938,189,458,507,545
0,2,850,183,519,484,575
0,3,939,193,485,525,584
0,1,940,190,458,504,556
0,2,852,182,522,486,576
0,3,936,193,474,528,584
0,1,940,186,461,510,556
0,2,855,181,525,483,575
0,3,933,191,471,523,584
0,1,939,184,461,509,554
0,2,855,180,527,485,575
0,3,931,191,478,524,584
0,1,941,186,462,513,553
0,2,856,184,527,489,576
0,3,939,194,492,524,588
0,1,939,186,464,507,561
0,2,851,184,527,486,578
0,3,938,192,499,524,585
0,1,937,189,469,508,549
0,2,856,184,489,577,
0,3,939,191,502,526,587
0,1,941,191,467,508,560
0,2,853,184,527,488,581
0,3,939,190,505,529,583
0,1,939,192,464,512,552
0,2,853,187,528,489,578
0,3,940,193,507,523,582
0,1,938,194,461,508,552
0,2,896,186,528,484,577
0,3,938,195,519,526,584
0,1,942,191,461,508,557
0,2,925,186,527,486,575
0,3,935,193,523,525,589
0,1,939,188,461,514,557
0,2,934,187,530,487,574
0,3,936,191,472,528,588
0,1,938,184,463,507,549
0,2,939,183,535,486,580
0,3,939,194,473,528,588
0,1,942,194,469,507,562
0,2,874,185,537,487,578
0,3,941,193,479,528,589
0,1,938,186,464,506,555
0,2,880,186,540,492,575
0,3,936,192,487,529,581
0,1,940,189,467,507,556
0,2,909,187,536,489,576
0,3,939,192,490,529,584
0,1,939,194,472,511,560
0,2,884,186,530,485,577
0,3,937,191,508,527,586
0,1,940,195,472,507,555
0,2,896,191,525,488,577
0,3,936,192,520,524,585
0,1,938,186,478,511,556
0,2,863,191,526,490,578
0,3,940,191,523,526,586
0,1,940,189,484,504,554
0,2,922,193,526,486,583
0,3,939,193,516,523,586
0,1,941,190,485,511,553
0,2,900,186,519,486,583
0,3,935,196,517,524,589
0,1,938,196,477,507,557
0,2,866,189,520,491,575
0,3,940,192,515,527,588
0,1,940,189,472,504,560
0,2,923,187,516,487,576
0,3,936,192,514,530,584
0,1,940,188,468,507,551
0,2,870,194,517,487,577
0,3,938,197,515,528,581
0,1,939,191,468,505,560
0,2,849,193,516,486,579
0,3,941,195,517,528,584
0,1,942,188,468,502,552
0,2,885,187,510,486,578
0,3,938,190,526,526,587
0,1,942,186,463,508,555
0,2,935,183,511,488,577
0,3,936,193,529,525,588
0,1,940,186,453,508,549
0,2,868,185,513,484,579
0,3,936,196,507,525,584
0,1,938,186,460,506,554
0,2,855,191,509,484,582
0,3,939,192,491,525,586
0,1,941,189,469,507,557
0,2,852,187,506,489,581
0,3,935,195,491,525,588
0,1,939,186,469,511,556
0,2,854,187,507,490,581
0,3,938,194,489,528,587
0,1,938,196,462,506,548
0,2,863,183,509,488,575
0,3,939,196,487,531,585
0,1,939,461,509,554,
0,2,898,511,487,579,
0,3,935,486,524,586,
0,1,939,184,457,509,569
0,2,894,185,513,487,575
0,3,936,196,485,526,588
0,1,939,186,454,506,559
0,2,865,185,518,489,576
0,3,932,194,483,530,588
0,1,939,191,458,510,558
0,2,855,189,512,489,578
0,3,932,196,482,524,586
0,1,942,193,460,506,554
0,2,852,189,508,488,575
0,3,931,193,483,528,586
0,1,940,187,461,502,550
0,2,856,185,503,490,581
0,3,931,193,480,527,586
0,1,937,189,458,507,556
0,2,854,190,509,489,583
0,3,934,192,481,530,584
0,1,939,459,504,560,
0,2,857,510,486,577,
0,3,932,482,529,583,
0,1,940,195,458,509,556
0,2,863,189,509,488,578
0,3,931,194,482,530,587
0,1,942,189,455,503,551
0,2,924,189,511,486,574
0,3,932,199,481,529,582
0,1,938,186,455,508,557
0,2,942,189,512,489,578
0,3,929,189,481,530,583
0,1,941,187,459,503,554
0,2,940,190,508,488,579
0,3,934,193,481,528,583
0,1,942,191,455,507,548
0,2,942,190,507,485,577
0,3,934,194,480,531,586
0,1,937,184,452,509,560
0,2,940,189,507,486,578
0,3,936,190,482,526,585
0,1,942,196,453,508,554
0,2,943,188,505,485,583
0,3,936,194,479,531,582
0,1,937,190,452,505,561
0,2,912,185,504,488,577
0,3,937,196,479,529,595
0,1,942,195,450,507,557
0,2,895,192,502,491,581
0,3,935,193,482,530,600
0,1,939,194,451,506,552
0,2,849,195,502,484,579
0,3,939,195,478,528,600
0,1,940,198,452,508,560
0,2,852,199,495,487,581
0,3,936,197,481,530,595
0,1,939,190,450,507,561
0,2,851,194,498,487,583
0,3,940,195,482,530,597
0,1,940,184,457,506,560
0,2,853,188,496,485,576
0,3,936,190,478,524,592
0,1,940,186,455,512,553
0,2,854,189,496,488,578
0,3,937,192,482,530,590
0,1,940,186,455,512,562
0,2,854,189,491,486,579
0,3,939,193,486,526,593
0,1,941,190,455,512,566
0,2,856,184,495,486,580
0,3,942,193,485,527,595
0,1,945,192,453,511,570
0,2,854,185,493,486,581
0,3,938,193,483,529,595
0,1,939,192,456,511,569
0,2,852,189,491,491,582
0,3,931,192,484,530,598
0,1,937,193,455,509,565
0,2,854,186,496,487,582
0,3,936,187,484,528,594
0,1,937,193,457,507,564
0,2,849,193,495,488,581
0,3,936,198,486,526,593
0,1,939,196,456,504,567
0,2,850,193,492,489,581
0,3,936,196,486,530,598
0,1,939,191,452,508,568
0,2,930,192,496,485,582
0,3,940,193,482,529,598
0,1,939,189,456,515,560
0,2,893,185,495,484,581
0,3,936,197,481,525,599
0,1,940,186,457,508,558
0,2,863,186,497,484,578
0,3,932,193,483,523,596
0,1,938,191,460,513,562
0,2,970,185,498,487,580
0,3,937,190,481,528,600
0,1,937,189,458,509,560
0,2,988,197,506,492,577
0,3,939,197,477,529,598
0,1,935,186,462,508,564
0,2,983,185,506,484,579
0,3,939,193,482,526,601
0,1,935,193,461,516,562
0,2,944,188,509,484,579
0,3,936,195,479,527,598
0,1,935,185,461,511,552
0,2,919,185,514,486,582
0,3,939,191,486,530,594
0,1,934,184,463,512,556
0,2,895,190,519,483,585
0,3,933,195,486,526,591
0,1,934,187,459,511,564
0,2,943,190,522,488,583
0,3,937,197,483,529,594
0,1,937,183,459,509,560
0,2,923,187,518,484,583
0,3,936,196,479,526,596
0,1,937,189,460,505,558
0,2,961,186,507,484,586
0,3,936,189,481,526,596
0,1,937,187,463,506,553
0,2,984,187,511,481,584
0,3,937,190,480,528,598
0,1,938,186,457,509,556
0,2,980,185,525,485,583
0,3,940,193,483,530,597
0,1,935,190,460,508,551
0,2,988,185,526,484,583
0,3,937,192,482,530,594
0,1,939,464,508,553,
0,2,961,522,486,582,
0,3,937,484,529,590,
0,1,947,189,462,516,557
0,2,984,187,525,484,580
0,3,934,190,490,527,587
0,1,943,185,462,519,555
0,2,977,183,521,485,577
0,3,932,194,491,529,586
0,1,935,185,460,522,559
0,2,959,184,523,485,577
0,3,934,194,520,522,585
0,1,942,185,457,519,554
0,2,976,184,522,484,578
0,3,934,192,503,520,588
0,1,942,188,456,518,561
0,2,987,182,520,487,578
0,3,933,194,483,528,581
0,1,945,189,459,512,560
0,2,950,181,518,485,576
0,3,937,199,495,524,585
0,1,943,454,507,557,
0,2,943,515,488,576,
0,3,935,495,524,581,
0,1,942,193,460,505,561
0,2,946,182,510,485,580
0,3,932,200,498,527,590
0,1,943,198,456,501,566
0,2,944,185,511,486,575
0,3,932,198,500,530,582
0,1,938,196,459,501,552
0,2,911,190,508,484,583
0,3,933,197,504,530,584
0,1,938,198,462,499,551
0,2,906,195,501,487,577
0,3,938,192,507,529,588
0,1,938,203,461,499,560
0,2,851,196,505,488,575
0,3,934,191,501,525,584
0,1,937,192,461,510,551
0,2,950,196,500,485,576
0,3,929,206,497,529,588
0,1,937,189,454,508,553
0,2,876,190,503,488,574
0,3,931,204,496,528,584
0,1,940,185,454,509,552
0,2,853,186,507,484,575
0,3,934,197,492,531,588
0,1,940,185,457,508,553
0,2,850,190,502,485,576
0,3,939,194,492,527,587
0,1,942,185,461,508,567
0,2,849,186,505,485,575
0,3,934,192,488,528,584
0,1,939,182,454,512,556
0,2,849,184,502,491,582
0,3,940,195,481,526,586
0,1,940,189,452,512,550
0,2,850,180,502,482,580
0,3,937,192,480,526,586
0,1,942,185,452,508,553
0,2,851,184,503,483,572
0,3,937,193,485,527,587
0,1,939,188,452,509,552
0,2,850,188,506,485,576
0,3,936,193,484,526,583
0,1,941,194,456,508,554
0,2,848,185,504,485,580
0,3,939,192,485,527,585
0,1,941,187,453,507,558
0,2,851,184,500,483,579
0,3,940,193,487,525,581
0,1,935,185,455,506,562
0,2,850,182,502,485,579
0,3,937,196,485,527,589
0,1,938,186,456,505,557
0,2,852,186,502,483,576
0,3,935,192,485,529,587
0,1,937,182,454,507,553
0,2,853,182,500,487,579
0,3,939,189,485,526,592
0,1,940,187,454,508,554
0,2,851,185,500,484,577
0,3,939,193,481,524,592
0,1,942,187,454,512,555
0,2,854,184,505,487,580
0,3,939,193,486,530,589
0,1,942,193,453,509,556
0,2,854,184,503,485,576
0,3,940,193,484,528,584
0,1,938,186,454,509,554
0,2,848,184,502,484,577
0,3,935,196,481,526,587
0,1,939,186,459,513,555
0,2,848,186,502,485,582
0,3,939,198,483,529,588
0,1,940,191,458,507,555
0,2,849,182,499,487,576
0,3,939,193,483,526,588
0,1,943,190,456,511,556
0,2,849,184,503,489,578
0,3,938,195,485,522,586
0,1,943,189,456,507,555
0,2,850,186,502,488,580
0,3,940,193,482,527,590
0,1,941,181,450,507,560
0,2,848,184,501,485,581
0,3,940,194,489,530,587
0,1,941,183,455,507,560
0,2,851,185,503,482,576
0,3,939,194,484,527,588
0,1,939,188,458,513,555
0,2,853,184,500,486,578
0,3,939,194,485,527,585
0,1,942,184,453,510,557
0,2,852,183,501,485,579
0,3,939,195,484,525,589
0,1,942,183,453,512,557
0,2,853,185,501,486,581
0,3,936,192,482,527,589
0,1,937,189,454,511,548
0,2,849,184,501,486,577
0,3,936,196,483,528,582
0,1,935,191,455,509,551
0,2,847,185,503,488,581
0,3,940,195,482,525,589
0,1,943,186,452,506,557
0,2,846,182,501,486,578
0,3,940,195,484,528,587
0,1,942,188,450,513,558
0,2,850,184,501,485,580
0,3,939,194,482,522,587
0,1,938,183,454,507,552
0,2,851,186,502,484,578
0,3,939,194,483,527,588
0,1,939,181,456,505,552
0,2,853,184,500,484,578
0,3,935,198,481,528,585
0,1,941,191,452,511,557
0,2,851,183,500,484,577
0,3,936,195,479,527,590
0,1,941,183,454,512,560
0,2,851,185,499,486,577
0,3,939,192,486,526,590
0,1,939,181,456,507,558
0,2,851,187,503,489,579
0,3,940,193,484,530,585
0,1,937,186,454,507,553
0,2,851,186,504,488,575
0,3,939,194,484,524,586
0,1,944,189,456,512,558
0,2,851,187,504,489,577
0,3,934,195,484,526,586
0,1,943,455,511,556,
0,2,852,501,485,578,
0,3,938,481,524,589,
0,1,940,182,457,510,554
0,2,853,187,506,486,579
0,3,939,193,483,526,584
0,1,937,187,455,511,560
0,2,854,187,504,487,578
0,3,937,195,482,526,586
0,1,941,186,453,510,559
0,2,851,190,504,486,577
0,3,936,195,485,523,590
0,1,941,185,459,506,560
0,2,851,188,502,493,575
0,3,938,196,484,525,591
0,1,938,186,454,512,561
0,2,854,187,504,482,579
0,3,939,193,484,527,587
0,1,936,185,454,513,557
0,2,854,185,505,486,577
0,3,937,192,483,528,585
0,1,938,183,456,510,555
0,2,855,184,507,486,579
0,3,935,194,481,526,590
0,1,938,187,456,508,555
0,2,851,186,505,485,575
0,3,938,195,483,526,587
0,1,936,186,460,505,555
0,2,853,183,503,482,577
0,3,940,195,485,525,588
0,1,939,184,455,512,557
0,2,853,183,503,488,575
0,3,936,193,482,532,591
0,1,939,186,458,505,562
0,2,855,183,503,485,580
0,3,935,192,482,523,586
0,1,939,186,452,513,557
0,2,856,184,503,486,580
0,3,936,192,484,524,585
0,1,935,185,451,513,559
0,2,856,186,503,490,577
0,3,939,192,484,527,589
0,1,938,185,459,507,556
0,2,856,184,506,483,580
0,3,939,194,484,528,587
0,1,940,183,454,506,552
0,2,855,182,502,482,575
0,3,936,194,485,528,588
0,1,939,189,453,510,547
0,2,852,181,504,484,578
0,3,936,195,486,524,589
0,1,940,184,455,510,563
0,2,853,182,506,485,582
0,3,938,194,485,523,588
0,1,939,185,454,506,558
0,2,856,183,503,488,578
0,3,937,193,486,527,588
0,1,941,186,460,509,558
0,2,855,184,503,487,578
0,3,935,193,484,528,588
0,1,939,188,454,511,560
0,2,854,180,501,488,578
0,3,940,193,484,528,588
0,1,942,183,454,509,560
0,2,854,184,503,483,580
0,3,939,196,482,528,591
0,1,940,187,452,514,554
0,2,854,184,502,489,579
0,3,936,196,483,526,588
0,1,938,191,457,507,557
0,2,854,185,502,484,579
0,3,936,195,484,529,584
0,1,942,189,452,503,552
0,2,857,184,502,488,577
0,3,939,194,484,526,588
0,1,942,192,452,508,550
0,2,854,182,504,487,578
0,3,936,195,480,525,589
0,1,938,188,455,507,547
0,2,856,183,502,485,576
0,3,936,194,484,528,583
0,1,936,190,451,507,557
0,2,854,180,501,489,580
0,3,938,192,484,529,585
0,1,940,191,452,506,555
0,2,854,188,502,485,578
0,3,939,193,484,528,588
0,1,939,185,453,509,556
0,2,852,187,504,485,578
0,3,935,195,484,527,590
0,1,938,182,457,507,554
0,2,852,184,501,484,579
0,3,938,193,482,528,588
0,1,937,185,455,507,554
0,2,856,183,503,486,577
0,3,938,191,482,527,589
0,1,940,190,456,508,555
0,2,852,184,503,485,577
0,3,937,192,483,525,589
0,1,941,185,452,511,550
0,2,856,185,502,489,578
0,3,938,192,485,528,588
0,1,940,189,456,507,547
0,2,854,183,503,484,575
0,3,940,190,486,528,587
0,1,942,186,452,508,551
0,2,853,187,502,484,575
0,3,938,191,484,529,583
0,1,940,186,453,507,559
0,2,854,180,503,486,578
0,3,938,192,484,525,589
0,1,943,185,452,509,562
0,2,853,183,501,486,578
0,3,939,194,483,528,586
0,1,942,190,454,507,551
0,2,856,187,502,484,577
0,3,939,192,484,531,585
0,1,940,190,451,510,553
0,2,853,185,499,483,579
0,3,938,196,482,530,588
0,1,939,185,453,507,558
0,2,854,185,502,485,578
0,3,938,196,484,526,588
0,1,940,184,456,510,560
0,2,855,185,503,491,578
0,3,939,194,483,524,586
0,1,939,185,461,511,556
0,2,858,184,503,486,578
0,3,939,192,484,529,586
0,1,940,189,451,512,546
0,2,855,185,502,482,577
0,3,938,192,484,527,590
0,1,939,452,510,550,
0,2,854,503,487,578,
0,3,935,484,526,588,
0,1,939,190,453,507,555
0,2,854,183,502,488,579
0,3,936,194,485,528,587
0,1,941,192,454,508,555
0,2,853,186,504,483,578
0,3,936,194,483,527,584
0,1,942,184,454,510,563
0,2,853,185,501,489,580
0,3,939,195,484,526,584
0,1,941,184,458,509,557
0,2,853,184,501,485,578
0,3,937,190,484,527,589
0,1,941,186,450,508,551
0,2,854,183,505,488,577
0,3,937,192,483,527,587
0,1,943,189,451,507,554
0,2,854,181,502,485,577
0,3,939,192,480,527,587
0,1,941,187,453,507,563
0,2,853,183,501,486,581
0,3,940,191,482,531,588
0,1,939,192,456,508,561
0,2,854,183,502,482,576
0,3,934,192,484,528,586
0,1,941,189,455,513,552
0,2,855,181,504,487,579
0,3,935,192,486,528,590
0,1,940,187,454,507,549
0,2,853,182,503,484,579
0,3,937,193,484,525,587
0,1,941,189,458,507,555
0,2,853,185,504,480,582
0,3,938,193,485,524,589
0,1,938,184,453,511,551
0,2,854,185,504,488,580
0,3,938,193,486,525,586
0,1,939,187,457,511,551
0,2,854,183,504,485,581
0,3,939,190,482,527,587
0,1,937,183,455,507,564
0,2,855,181,501,486,579
0,3,939,193,483,530,589
0,1,942,189,451,512,552
0,2,858,181,502,487,580
0,3,936,190,482,526,583
0,1,941,189,454,513,548
0,2,855,183,503,488,580
0,3,938,194,481,527,585
0,1,942,187,456,511,549
0,2,857,182,503,484,578
0,3,940,195,484,526,590
0,1,940,187,458,507,557
0,2,856,183,506,485,577
0,3,941,196,486,526,586
0,1,941,185,454,507,558
0,2,856,184,505,483,581
0,3,939,196,483,524,586
0,1,944,189,458,507,560
0,2,855,183,503,487,578
0,3,941,189,484,527,587
0,1,942,186,454,508,555
0,2,855,184,503,488,576
0,3,942,192,486,529,588
0,1,941,188,456,507,558
0,2,853,184,501,488,581
0,3,939,193,484,526,585
0,1,942,181,454,507,555
0,2,858,184,500,486,577
0,3,939,191,481,527,585
0,1,941,190,451,513,552
0,2,857,181,504,486,578
0,3,937,194,483,525,587
0,1,943,188,455,509,555
0,2,856,184,502,483,577
0,3,936,192,485,524,589
0,1,939,182,454,507,557
0,2,854,185,502,485,578
0,3,938,192,483,527,583
0,1,941,186,461,506,554
0,2,855,185,501,486,579
0,3,938,193,484,530,587
0,1,938,188,454,508,543
0,2,855,186,502,485,578
0,3,939,194,484,525,587
0,1,939,191,456,507,552
0,2,856,184,503,483,580
0,3,941,193,482,523,591
0,1,942,189,451,510,557
0,2,854,185,500,484,579
0,3,938,192,480,531,585
0,1,942,189,453,509,556
0,2,855,184,506,486,582
0,3,936,192,485,528,587
0,1,942,189,453,507,555
0,2,859,184,504,486,578
0,3,934,191,486,530,587
0,1,938,185,454,510,559
0,2,859,183,501,490,580
0,3,938,193,483,525,588
0,1,939,185,460,513,563
0,2,854,185,500,487,576
0,3,938,194,485,525,588
0,1,942,186,454,510,552
0,2,856,183,500,486,577
0,3,938,194,486,523,586
0,1,942,189,450,512,553
0,2,851,184,503,484,578
0,3,938,195,484,526,584
0,1,939,184,454,507,554
0,2,854,183,502,487,579
0,3,941,194,486,526,590
0,1,939,189,453,508,551
0,2,858,184,503,489,578
0,3,939,194,485,526,586
0,1,941,188,452,506,564
0,2,856,185,501,484,577
0,3,935,193,485,527,587
0,1,943,190,456,507,564
0,2,854,185,503,486,574
0,3,937,191,484,525,589
0,1,941,184,452,511,561
0,2,856,184,502,484,579
0,3,940,191,482,528,587
0,1,941,189,455,507,553
0,2,854,182,503,486,580
0,3,938,192,481,528,586
0,1,942,185,452,506,550
0,2,854,182,500,487,578
0,3,941,192,483,529,587
0,1,940,454,510,556,
0,2,855,505,485,576,
0,3,939,484,527,591,
0,1,942,182,459,511,556
0,2,860,183,504,486,577
0,3,937,193,484,528,586
0,1,942,187,454,511,558
0,2,852,184,502,490,579
0,3,937,196,484,530,585
0,1,942,188,455,512,557
0,2,857,183,500,485,579
0,3,939,194,483,525,588
0,1,943,191,456,507,550
0,2,856,185,502,486,578
0,3,938,192,484,529,585
0,1,939,187,451,512,549
0,2,854,185,501,494,580
0,3,938,191,483,524,586
0,1,943,186,460,511,546
0,2,855,184,505,486,579
0,3,937,194,483,526,588
0,1,942,453,508,550,
0,2,856,506,486,578,
0,3,937,484,528,587,
0,1,942,188,461,507,552
0,2,856,183,504,485,577
0,3,940,191,482,526,588
0,1,940,183,452,509,556
0,2,854,181,506,486,578
0,3,940,192,480,527,584
0,1,940,185,455,509,565
0,2,858,183,504,481,578
0,3,934,193,484,526,589
0,1,943,188,456,508,556
0,2,860,183,502,483,575
0,3,939,191,486,526,584
0,1,942,190,454,511,552
0,2,856,183,501,490,579
0,3,941,192,485,524,585
0,1,939,192,454,508,551
0,2,858,182,503,486,577
0,3,939,196,483,525,588
0,1,940,188,461,505,555
0,2,855,184,502,483,575
0,3,938,194,482,526,587
0,1,943,184,450,512,556
